EventID,Location,SGNetCode,Transect,Quadrat,Species,Date,Time,Percent_Cover,Density_Source,Density_ZM_field,Shoot Density_0.25m2,Canopy Height,Flowers,Fruits,Shoot Count (core),Leaf weight (g),Sheath weight (g),Roots+rhizome (g),Grazing Evidence,Epiphytes,Wasting,Tidal Depth,Distance to Edge Left,Distance to Edge Center,Distance to Edge Right,Distance to Last Shoot Left,Distance to Last Shoot Center,Distance to Last Shoot Right,Salinity,Sediment Type Left,Sediment Type Center,Sediment Type Right,QC notes,Certified_By,Certified_Date,data_source
CACO_DH_A_ESG_7/15/2003,Duck Harbor Beach,MA20.1,A,11,ZM,7/15/03,8:45,100,BL,,,20,0,36,9,0.363,0.0116,0.6018,N,Tr,Low,Low,42.8,42.4,12.3,56.4,52,34.5,29.8,,sand,,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_7/15/2003,Duck Harbor Beach,MA20.1,A,12,ZM,7/15/03,8:45,100,BL,,,18,0,0,5,0.3888,0,1.0481,N,Tr,Low,Low,42.8,42.4,12.3,56.4,52,34.5,29.8,,sand,,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,1,ZM,7/15/03,,45,BL,,,20,0,8,2,0.3916,0.0131,0.1557,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,2,ZM,7/15/03,,80,BL,,,23,0,4,4,0.734,0,0.6214,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,3,ZM,7/15/03,,100,BL,,,38,0,37,8,1.9643,0.048,0.432,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,4,ZM,7/15/03,,100,BL,,,35,0,21,6,1.5288,0.0969,1.2355,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,5,ZM,7/15/03,,100,BL,,,37,0,17,6,1.0675,0,0.8605,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,6,ZM,7/15/03,,100,BL,,,33,0,18,5,0.9293,0.0932,0.8321,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,7,ZM,7/15/03,,80,BL,,,32,0,11,6,1.1632,0.0966,1.2824,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,8,ZM,7/15/03,,100,BL,,,40,0,33,6,0.9653,0.0444,0.981,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,9,ZM,7/15/03,,100,BL,,,36,0,20,6,0.9617,0.0366,1.167,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,10,ZM,7/15/03,,100,BL,,,28,0,21,7,0.8715,0.0326,1.0487,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,11,ZM,7/15/03,,50,BL,,,26,0,17,1,0.1884,0.0106,0.0464,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_C_ESG_7/15/2003,Duck Harbor Beach,MA20.1,C,12,ZM,7/15/03,,25,BL,,,22,0,6,1,0.1711,0.0067,0.039,N,Tr,Low,Low,,,,,,,29.8,sand,sand,sand,shoot density not meaured,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,1,ZM,7/17/03,8:00,2,BL,,,8,0,0,,,,,Y,Tr,Low,Low,,,,,,,29.7,,sand,,"zero density recorded, but percnt cover > 0.","Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,2,ZM,7/17/03,8:00,0,,0,0,,0,0,0,0,0,0,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,3,ZM,7/17/03,8:00,100,BL,51,204,29,0,75,7,0.8336,0,0.9132,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,4,ZM,7/17/03,8:00,80,BL,89,356,20,0,83,2,0.1787,0.0067,0.2311,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,5,ZM,7/17/03,8:00,95,BL,62,248,32,0,25,7,0.7167,0.0761,0.418,Y,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,6,ZM,7/17/03,8:00,100,BL,54,216,22,0,67,7,0.3597,0.0204,0.2589,Y,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,7,ZM,7/17/03,8:00,100,BL,26,104,25,0,37,13,1.4325,0.025,0.479,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,8,ZM,7/17/03,8:00,95,BL,59,236,23,0,49,,,,,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,9,ZM,7/17/03,8:00,90,BL,66,264,22,0,35,7,0.3864,0.0258,0.3875,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,10,ZM,7/17/03,8:00,70,BL,56,224,16,0,28,4,0.3547,0.0216,0.3747,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,11,ZM,7/17/03,8:00,75,BL,49,196,23,0,21,1,0.081,0.0052,0.1003,Y,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_7/17/2003,Duck Harbor Beach,MA20.1,B,12,ZM,7/17/03,8:00,90,BL,59,236,20,0,20,9,0.6135,0.0475,0.9619,N,Tr,Low,Low,,,,,,,29.7,,sand,,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,1,ZM,10/28/03,6:50,100,BL,48,192,62,0,0,5,0.6955,0.0246,0.6309,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,2,ZM,10/28/03,6:50,100,BL,44,176,50,0,0,9,0.5394,0.0133,0.3418,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,3,ZM,10/28/03,6:50,100,BL,55,220,58,0,0,8,0.9569,0.0477,0.6016,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,4,ZM,10/28/03,6:50,90,BL,37,148,58,0,0,6,0.6064,0.0644,0.5583,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,5,ZM,10/28/03,6:50,100,BL,31,124,56,0,0,9,1.2997,0.0838,0.5433,N,Tr,High,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,6,ZM,10/28/03,6:50,80,BL,54,216,56,0,0,3,0.5309,0.0494,0.2457,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,7,ZM,10/28/03,6:50,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,8,ZM,10/28/03,6:50,100,BL,56,224,42,0,0,9,0.7872,0.0175,0.6194,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,9,ZM,10/28/03,6:50,100,BL,63,252,42,0,0,13,0.4327,0.021,0.3637,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,10,ZM,10/28/03,6:50,100,BL,63,252,34,0,0,9,0.6917,0.0095,0.5008,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,11,ZM,10/28/03,6:50,100,BL,49,196,31,0,0,8,0.4416,0.0356,0.4003,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_10/28/2003,Duck Harbor Beach,MA20.1,A,12,ZM,10/28/03,6:50,100,BL,69,276,26,0,0,8,0.3169,0.0186,0.1743,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,1,ZM,10/28/03,7:15,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,2,ZM,10/28/03,7:15,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,3,ZM,10/28/03,7:15,100,BL,35,140,56,0,0,5,0.4704,0.0446,0.6581,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,4,ZM,10/28/03,7:15,95,BL,66,264,33,0,0,6,0.7035,0.0049,0.2077,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,5,ZM,10/28/03,7:15,100,BL,49,196,46,0,0,7,1.1608,0.0493,0.7434,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,6,ZM,10/28/03,7:15,100,BL,78,312,42,0,0,10,0.8059,0.0169,0.5901,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,7,ZM,10/28/03,7:15,100,BL,36,144,44,0,0,8,1.1065,0.0492,0.3367,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,8,ZM,10/28/03,7:15,90,BL,40,160,36,0,0,5,0.6638,0.0085,0.0859,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,9,ZM,10/28/03,7:15,100,BL,37,148,38,0,0,9,0.8719,0.0237,0.9475,N,Tr,Tr,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,10,ZM,10/28/03,7:15,75,BL,40,160,19,0,0,5,0.3277,0.0432,0.2447,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,11,ZM,10/28/03,7:15,25,BL,27,108,24,0,0,3,0.2488,0.0451,0.3129,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_10/28/2003,Duck Harbor Beach,MA20.1,B,12,ZM,10/28/03,7:15,95,BL,50,200,37,0,0,6,0.7631,0.0343,0.4604,N,Tr,Low,Low,,,,,,,31.6,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,1,ZM,1/19/04,14:00,85,BL,67,268,23,0,0,7,0.8373,0,0.3212,Y,Tr,Low,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,2,ZM,1/19/04,14:00,80,BL,48,192,30,0,0,,,,,Y,Tr,Low,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,3,ZM,1/19/04,14:00,95,BL,49,196,35,0,0,6,0.4272,0.0102,0.1477,Y,Tr,Low,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,4,ZM,1/19/04,14:00,95,BL,45,180,28,0,0,,,,,Y,Tr,Low,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,5,ZM,1/19/04,14:00,70,BL,35,140,20,0,0,7,0.3003,0.0111,0.183,Y,Tr,High,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,6,ZM,1/19/04,14:00,75,BL,34,136,33,0,0,,,,,Y,Tr,Low,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,7,ZM,1/19/04,14:00,1,BL,,,6,0,0,,,,,Y,Tr,,Low,60,,60,64,,65,33.9,sand,sand,sand,"zero density recorded, but percnt cover > 0.","Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,8,ZM,1/19/04,14:00,80,BL,60,240,9,0,0,,,,,Y,Tr,High,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,9,ZM,1/19/04,14:00,80,BL,65,260,8,0,0,16,0.362,0.0275,0.5694,Y,Tr,High,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,10,ZM,1/19/04,14:00,90,BL,67,268,10,0,0,,,,,Y,Tr,High,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,11,ZM,1/19/04,14:00,100,BL,87,348,15,0,0,12,0.463,0.0216,0.2322,Y,Tr,Tr,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_A_ESG_1/19/2004,Duck Harbor Beach,MA20.1,A,12,ZM,1/19/04,14:00,100,BL,84,336,16,0,0,,,,,Y,Tr,Tr,Low,60,,60,64,,65,33.9,sand,sand,sand,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
CACO_DH_B_ESG_5/6/2004,Duck Harbor Beach,MA20.1,B,1,ZM,5/6/04,,0,,0,0,,0,0,0,0,0,0,,,,Low,,,,,,,30.7,gravel,gravel,gravel,,"Holly Plaisted, NCBN",6/16/20,NCBN_SeagrassTransects_2003-2020_extra_FIIS_2007_dates_removed_ 20211005
