EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5693007,BARNSTABLE (ZONE), ,3/15/99,0,Heavy Snow, , ,0,0,0,0,MA,EST, ,2404858,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,3/15/99,1400, , , , ,,"A strong low pressure system, centered off the coast of Virginia during the early morning hours, moved northeast to a position southeast of Nantucket by early afternoon.  This system brought a significant late season snowstorm to much of the state, with the highest snowfall totals reported in eastern and southeastern Massachusetts.  Most of the snow fell within a 12 hour period, when snowfall rates exceeded one inch per hour.

The highest total s reported were in southern Bristol County, where amounts approached one foot of  snow.  Some of the higher totals reported include 11 inches in Fairhaven and at the Blue Hill Observatory in Milton, 10 inches in Westport, Sharon, and Millis, 9 inches in South Plymouth, Brockton, Sagamore Beach, and Falmouth, 8 inches in Hingham and in Tisbury on Martha's Vineyard, and 6 inches on Nantucket.  Snowfall totals tapered off to a maximum of 6 to 8 inches in Suffolk, Essex, and Worcester Counties.  A few places in Hampshire and Hampden Counties in western Massachusetts reported 6 to 7 inches of snow from the storm.

The heavy snow made travel difficult for the Monday morning commute, and many schools were closed as a result.",11
5693099,BARNSTABLE (ZONE), ,3/22/99,0,Strong Wind, , ,0,0,0,0,MA,EST, ,1502135,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,3/22/99,1800, , , , ,,"An intensifying low pressure system moving up the Hudson Valley brought strong southerly winds and locally heavy rainfall to Massachusetts.  Many places reported wind gusts as high as 50 to 60 mph, and even a couple of hurricane-force gusts were reported in eastern Massachusetts.  The peak gust recorded was an unofficial gust of 92 mph at 635 am, on the hurricane barrier at New Bedford, which is at an elevation of 95 feet above mean sea level.  About half an hour later, a wind gust of 77 mph was recorded at the Blue Hill Observatory in Milton, which was the highest wind gust to occur at the observatory since November 1, 1997.  Other strong wind gusts reported include 57 mph in Carver, 55 mph in Pocasset, 52 mph in Natick and Winthrop, 51 mph in Plymouth, and 50 mph in Acushnet.

The most serious property damage occurred in New Bedford, where 27 windshields were smashed by flying gravel.  There were no injuries.  In nearby Dartmouth, a window was blown out of a store.  Scattered power outages occurred as the strong winds blew down trees and tree limbs onto wires.  About 2,100 customers lost power in Duxbury and Marshfield, and up to 2,900 customers lost power in Lowell.  Other outages were reported on Cape Cod and the Islands.    In Uxbridge, in Worcester County, a large tree fell through the roof of a home.  In addition, the strong winds caused delays at Logan International Airport, which lasted up to 90 minutes during the morning.

Minor flooding was reported along the Westfield River and its tributaries in the western part of the state, after 1 to 2 inches of rain combined with rapid snowmelt.  The West Branch of the Westfield River at Huntington crested at 9.6 feet at 1045 am, which is about half a foot above its flood stage of 9 feet.  A portion of Route 66 in Huntington was closed due to flooding.  Minor flooding was reported in Westfield.  In Franklin County, several roads and bridges were closed near small streams in Buckland, Ashfield, and Conway.",12
5710668,BARNSTABLE CO.,SANDWICH,7/6/99,1910,Thunderstorm Wind,55, ,0,0,0,0,MA,EST, ,1085464,C,1,BOX,0,0,LAW ENFORCEMENT, , , , , , , ,SANDWICH,7/6/99,1910,41.75,-70.5,41.75,-70.5,,"Severe thunderstorms swept across Massachusetts in advance of a strong cold front.  For the fourth day in a row, temperatures soared well up into the 90s across the Bay State, along with high humidity.  The thunderstorms arrived in two lines:  one from mid-afternoon into early evening with winds clocked as high as 82 mph, and the second during the late evening with winds estimated  over 80 mph and large hail.  Damage was widespread from the east slopes of the Berkshires to the North and South Shore communities around Boston.  In the wake of the storms, tens of thousands of electric customers were left without power, and in some communities, it took several days for power to be restored.

In Hampshire County, a 29-year old man was killed and two men were injured when a large tree branch fell on their car on Route 5 in Hatfield while returning home from a fishing trip.  Wind gusts as high as 65 mph were reported in North Hatfield as the storms passed.  There were countless reports of downed trees, wires, and telephone poles throughout western and central Massachusetts, where the most widespread damage occurred during mid to late afternoon.

In eastern Massachusetts, the storms caused the most damage during the late afternoon and early evening when there were many reports of downed trees, tree limbs, and power lines.  In Middlesex County, wind gusts were estimated to be over 70 mph.  Several five to ten ton air conditioning units were blown off the roof of a building in Ashland, and part of the roof was torn off.  Large hail was reported throughout much of Norfolk and Plymouth Counties early in the evening.  Hailstones as large as baseballs fell in Brockton, covering Milton Street and damaging cars.  In Chatham, on Cape Cod, a 13-year old boy was lowering the sail on his small fiberglass sailboat on the shore of Oyster Pond when thunderstorm winds blew him and the boat about 200 yards into the middle of the pond.  The boy was not injured.  Later in the evening, the second round of severe thunderstorms caused more sporadic wind damage to trees and power lines.  The worst damage occurred in Weymouth, when a microburst caused extensive wind damage near Whitmans Pond.  A storm survey conducted the next day by the National Weather Service concluded wind speeds reached around 80 mph, which downed large trees, power lines, damaged homes, and made some roads impassable from fallen debris.  Damage was also noted farther south into Abington and Hanson.",13
5710910,BARNSTABLE CO.,MASHPEE,7/26/99,600,Lightning, , ,0,0,0,0,MA,EST, ,2410863,C,1,BOX,0,0,NEWSPAPER, , , , , , , ,MASHPEE,7/26/99,730, , , , ,,"An isolated severe thunderstorm in Spencer downed trees on Northwest Road.  Lightning strikes from other thunderstorms caused extensive damage in Worcester County and on Cape Cod.  Early in the day, the thunderstorm that had earlier dropped quarter size hail in Rhode Island weakened, but lightning ignited several house fires in Sandwich and Mashpee, and knocked out power to about 10,000 customers on the Cape.  In Worcester County, afternoon and evening thunderstorms with frequent lightning ignited an apartment building fire in Spencer, and a house fire in Clinton.",14
5722292,BARNSTABLE CO.,COUNTYWIDE,9/16/99,1400,Heavy Rain, , ,0,0,0,0,MA,EST, ,2412971,C,1,BOX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,9/17/99,300, , , , ,,"Tropical Storm Floyd brought high winds and torrential rainfall to Massachusetts as it tracked from northern Connecticut into central and northeast Massachusetts during the late evening and early morning hours of the 16th and 17th.  Although many areas received strong winds, the strongest winds were confined to the higher elevations of western Massachusetts, as well as Cape Cod and the islands.  Gusts of 60 to 70 mph were common along the south coast, but the New Bedford Hurricane Barrier reported a gust to 76 mph.  There were many reports of downed trees and power lines in these two areas.  Damage was not as widespread throughout central and eastern Massachusetts, where winds generally gusted to 40 to 50 mph.  

Floyd also brought torrential rainfall to the Bay State.  The heaviest rain fell over the Connecticut River Valley, to the left of the track of the center, where totals of 6 to 10 inches were common.  Southwick reported 9.16 inches of rain, Whately had 7.70 inches,and Millers Falls had 6.20 inches.  The heavy rain caused the Westfield River at Westfield to rise out of its banks for a brief period.  It crested at 13.1 feet at 12:30 am on the 17th, which was just over its 13 foot flood stage.  Many small streams rose out of their banks in western Massachusetts and flooded nearby low lying areas.  No flood damage was reported.",15
5722311,BARNSTABLE (ZONE), ,9/16/99,1740,High Wind,63, ,0,0,0,0,MA,EST, ,2412971,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,9/17/99,300, , , , ,,"Tropical Storm Floyd brought high winds and torrential rainfall to Massachusetts as it tracked from northern Connecticut into central and northeast Massachusetts during the late evening and early morning hours of the 16th and 17th.  Although many areas received strong winds, the strongest winds were confined to the higher elevations of western Massachusetts, as well as Cape Cod and the islands.  Gusts of 60 to 70 mph were common along the south coast, but the New Bedford Hurricane Barrier reported a gust to 76 mph.  There were many reports of downed trees and power lines in these two areas.  Damage was not as widespread throughout central and eastern Massachusetts, where winds generally gusted to 40 to 50 mph.  

Floyd also brought torrential rainfall to the Bay State.  The heaviest rain fell over the Connecticut River Valley, to the left of the track of the center, where totals of 6 to 10 inches were common.  Southwick reported 9.16 inches of rain, Whately had 7.70 inches,and Millers Falls had 6.20 inches.  The heavy rain caused the Westfield River at Westfield to rise out of its banks for a brief period.  It crested at 13.1 feet at 12:30 am on the 17th, which was just over its 13 foot flood stage.  Many small streams rose out of their banks in western Massachusetts and flooded nearby low lying areas.  No flood damage was reported.",16
5722176,BARNSTABLE (ZONE), ,9/30/99,900,Strong Wind, , ,0,0,0,0,MA,EST, ,2412969,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,9/30/99,1400, , , , ,,"Strong south winds ahead of an approaching cold front gusted to near 50 mph across southeast Massachusetts.  The New Bedford Hurricane Barrier reported a gust to 51 mph, while the Buzzards Bay entrance tower, which is elevated, had a gust to 58 mph.  Sustained winds averaged 30 to 40 mph over most of the region as well.  There were no reports of damage.",17
5723823,BARNSTABLE (ZONE), ,10/14/99,100,Strong Wind, , ,0,0,0,0,MA,EST, ,2413753,Z,22,BOX,0,0,"AWOS, ASOS, MESONET, ETC",,,, , , , , ,10/14/99,2300, , , , ,,"Strong winds buffeted much of central and eastern Massachusetts.  Isolated gusts of 45 to 50 mph from the south occurred ahead of a strong cold front just after midnight.  Strong winds were more widespread during the daylight hours, as northwest winds behind a rapidly intensifying low pressure system in the Gulf of Maine gusted to near 50 mph.  There were scattered reports of downed tree branches and power lines, particularly in and around Boston.  Flights at Logan International Airport in Boston were delayed up to 3 hours as a result of the strong winds.  About 1,500 customers were left without power.",18
5723898,BARNSTABLE CO.,CHATHAM,10/18/99,200,Heavy Rain, , ,0,0,0,0,MA,EST, ,2413756,C,1,BOX,0,0,"AWOS, ASOS, MESONET, ETC",,,, , , , ,CHATHAM,10/18/99,2200, , , , ,,"The remnants of Hurricane Irene combined with an approaching cold front to bring heavy rain and strong winds to the south coast, Cape Cod, and the Islands.  Rainfall averaged 2 to 4 inches over most of these areas, but as much as 5.37 inches fell on Nantucket, where a wind gust to 60 mph was also reported.  Gusts elsewhere ranged between 45 and 55 mph.  There were many reports of downed tree branches and power lines.  Two people received minor injuries when a tree fell on their car.",19
5723903,BARNSTABLE (ZONE), ,10/18/99,1000,Strong Wind, , ,0,0,0,0,MA,EST, ,2413756,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,10/18/99,1800, , , , ,,"The remnants of Hurricane Irene combined with an approaching cold front to bring heavy rain and strong winds to the south coast, Cape Cod, and the Islands.  Rainfall averaged 2 to 4 inches over most of these areas, but as much as 5.37 inches fell on Nantucket, where a wind gust to 60 mph was also reported.  Gusts elsewhere ranged between 45 and 55 mph.  There were many reports of downed tree branches and power lines.  Two people received minor injuries when a tree fell on their car.",20
5723911,BARNSTABLE (ZONE), ,11/2/99,2300,Strong Wind, , ,0,0,0,0,MA,EST, ,2413758,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,11/3/99,500, , , , ,,"Strong winds buffeted central and eastern Massachusetts as deepening low pressure moved across southern Canada.   High winds in Hampden County downed two large trees in Southwick, which blocked portions of Routes 57 and 168.  Several large tree limbs were also downed.  In Attleboro, in Bristol County, high winds downed large trees and branches.  Wind gusts were estimated near 60 mph in these areas.  Elsewhere, strong winds brought scattered reports of downed branches and power lines.   Winds gusted  to 49 mph at Logan International Airport in Boston, 48 mph in Edgartown and Sharon, and 47 mph in Pocasset.  The Buzzard's Bay entrance tower, which is an elevated platform, recorded a peak wind gust to 55 mph.  The Blue Hill Observatory in Milton reported a peak wind gust of 76 mph.",21
5722129,BARNSTABLE (ZONE), ,11/30/99,400,Winter Weather, , ,0,0,0,0,MA,EST, ,2413761,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,11/30/99,800, , , , ,,"Early morning ocean effect snow squalls brought 1 to 3 inches of snow to much of southeastern Massachusetts.  This first snowfall of the season coincided with the morning rush hour, and caused dozens of accidents, from single-car crashes to six-vehicle pileups.  No injuries were reported.  The worst area was at Interstate 495 and Route 24 around Bridgewater and Taunton, and that portion of  I-495 had to be closed for a brief time due to several accidents.  Route 3 also saw many accidents, as did many other roadways south of Boston.  The Sagamore Bridge was shut down briefly as well.",22
5721270,BARNSTABLE (ZONE), ,12/1/99,500,High Wind,35, ,0,0,0,0,MA,EST, ,2414625,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,12/1/99,1400, , , , ,,"An ocean storm passing over Georges Bank brought a period of high winds to Cape Cod and Nantucket.  Sustained winds of 40 mph were reported at Provincetown and Nantucket, with frequent gusts to 55 mph at both locations.  There were no reports of damage.",23
5721272,BARNSTABLE (ZONE), ,12/10/99,1800,High Wind,35, ,0,0,0,0,MA,EST, ,2414626,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,12/11/99,1300, , , , ,,"An intensifying low pressure system in the Gulf of Maine brought strong northwest winds to most of Massachusetts.  Wind gusts of 40 to 50 mph were common during the afternoon and evening, and there were scattered reports of downed tree limbs and wires.  The most substantial damage, in the form of isolated downed trees and wires, occurred in Petersham and Hingham.  On Cape Cod, sustained winds of 40 mph were reported at Provincetown for a three-hour period.  Ferry service between Hyannis and Nantucket was suspended for a time due to the strong winds.",24
5721418,BARNSTABLE (ZONE), ,12/30/99,600,Strong Wind, , ,0,0,0,0,MA,EST, ,2413985,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,12/30/99,800, , , , ,,"Low pressure moving across Ontario Canada brought a brief period of strong southwest winds to south coastal Massachusetts.  Sustained winds of  30 to 35 mph were reported at Nantucket and Hyannis early in the morning.  The Buzzards Bay Entrance Tower, which is an elevated platform, reported a gust to 59 mph.",25
5127440,BARNSTABLE (ZONE), ,1/10/00,1800,Strong Wind, , ,0,0,0,0,MA,EST, ,2414826,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,1/10/00,2200, , , , ,,"A brief period of strong southerly winds occurred in eastern Massachusetts, as a developing low pressure system tracked from Worcester to Portsmouth New Hampshire.  Sustained winds near 35 mph were common, with gusts as high as 50 mph.  No damage was reported.",26
5127870,BARNSTABLE (ZONE), ,1/12/00,1200,Strong Wind, , ,0,0,0,0,MA,EST, ,1090403,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,1/12/00,1600, , , , ,,"Gusty northwest winds buffeted much of the Bay State as high pressure built into the region from Canada.  The strongest winds were felt across central Massachusetts, and also on Cape Cod and Nantucket, where sustained winds averaged 25 to 35 mph and peak gusts reached as high as 49 mph at Worcester Regional Airport.  The strong winds downed two trees in Northampton, including one 60-foot hemlock tree which fell onto a house, dislodging the chimney but causing no other damage.  No injuries were reported.",27
