EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5545896,BARNSTABLE (ZONE), ,03/02/1996,1000,Heavy Snow, , ,0,0,0,0,MA,EST, ,2032126,Z,22,BOX,0,0, , , , , , , , , ,03/02/1996,1800, , , , ,"","A low pressure system located about 100 miles off the North Carolina coast at 7 AM moved northeast and spread snow across the entire state during the forenoon.  The snow became moderate to heavy by noon and continued into the late afternoon and early evening.  When the precipitation ended, many parts of the state had received 6 to 12 inches of snow.  While Boston's Logan Int'l. Airport received only 3.9 inches from this storm, locations to the north, west, and south had much more snow.  The heaviest amounts of up to one foot were reported along the south coast where Bourne had 12 inches and Acushnet, North Dartmouth, and Westport received 11 inches.  The cities of Fall River and New Bedford had 8 to 9 inches of snow.  On Cape Cod, Marstons Mills had 10 inches; Sandwich 9.5 inches; Yarmouthport 8.5 inches; and Chatham 6 inches.  Martha's Vineyard reported a total of 6.5 inches.  North and northwest of Boston, Woburn reported 7.5 inches; West Peabody, Reading, and Beverly had 6 inches.  In central Massachusetts, Shrewsbury reported 7.6 inches and Worcester had 6 inches.  In Franklin County, Ashfield had 7 inches.  

Numerous skidding accidents were reported on highways across the state.  There was a 30-car pile-up on Route 495 in Littleton.
In Weymouth, 17 accidents were reported between noon and about 
3 PM.  Seventeen people received minor injuries.",8
5545918,BARNSTABLE (ZONE), ,03/03/1996,400,Winter Weather, , ,0,0,0,0,MA,EST, ,2032127,Z,22,BOX,0,0, , , , , , , , , ,03/03/1996,1700, , , , ,"","",9
5545919,BARNSTABLE (ZONE), ,03/03/1996,1400,High Wind,54, ,0,0,0,0,MA,EST, ,2032128,Z,22,BOX,0,0, , , , , , , , , ,03/03/1996,1800, , , , ,"","Two cold fronts swept across the state from west to east during the day, bringing snow squalls accompanied by thunder-snows.  Visibility was reported near zero in West Boylston around 6 AM in a thunderstorm with a heavy snow squall.  Thunder and a heavy snow squall was reported from Westborough and Shrewsbury at 6:15 AM.  Thunder-snow was reported at Fall River around 6:45 AM.  During the afternoon, heavy snow squalls and gusty winds accompanied the passage of an Arctic cold front and thunder-snow was reported in Maynard at about 1:20 PM.  Wind gusts reached 30 to 50 mph, except stronger over Cape Cod.  Near white-out conditions were observed at some locations.  Snowfall amounts ranged from 0.1 to 1.0 inches in the eastern part of the state.  Totals between 1 and 4 inches occurred in the central and western part of the state with the heaviest amounts along the MA/VT border.  On Cape Cod, Falmouth had sustained winds over 30 mph gusting to near 60 mph.",10
5551337,BARNSTABLE (ZONE), ,04/07/1996,1800,Heavy Snow, , ,0,0,0,0,MA,EST, ,2036728,Z,22,BOX,0,0, , , , , , , , , ,04/08/1996,1000, , , , ,"","A low pressure system developed off the North Carolina coast and a nor'easter accompanied by heavy, wet snow began during the late afternoon and early evening on Easter Sunday.  The maximum snowfall accumulation of 6 to 10 inches from this storm was measured on grassy surfaces and snow boards and was reported from several parts of the state, including a small area on western Cape Cod near Falmouth and Sandwich, which had 6 inches.  Other areas on the Cape and Martha's Vineyard had from 2 to 5 inches.  Parts of Bristol and Norfolk Counties and most of Worcester and Middlesex Counties had 6 to 8 inches.  Similar totals were reported from higher elevations of Franklin, Hampshire, and Hampden Counties.  The maximum amounts included: West Townsend, 8.0 inches; Shrewsbury, 7.8 inches; Blue Hill Observatory - Milton, 7.0 inches; and Norton, 6.7 inches.  Boston had only 1.3 inches.  Road surfaces and other pavements had only slushy accumulations, except in higher elevations.  Temperatures remained slightly above freezing and snow stuck to trees and wires, resulting in a few scattered power outages.",11
5557548,BARNSTABLE CO.,PROVINCETOWN,05/21/1996,1616,Thunderstorm Wind,50, ,0,0,0,0,MA,EST, ,1016180,C,1,BOX,0,0, , , , , , , , ,PROVINCETOWN,05/21/1996,1620,42.05,-70.18,42.05,-70.18,"","A major downburst occurred in Plymouth County, MA late in the afternoon on the 21st.  A National Weather Service ground and aerial survey indicated that the damage was from straight-line winds and not a tornado.  These winds swept east-southeast from Brockton to Marshfield.  A weather spotter in Brockton reported 70 mph winds, but a few minutes later, a spotter in Whitman measured a wind gust to 104 mph!  Calculations from NWS doppler radar indicated that winds from 97 to 129 mph occurred near the ground on the leading edge of a well-defined bow echo as it traversed northern Plymouth County. 

Thousands of trees and tree limbs were blown down from the northwest to the southeast across a wide area, some striking homes and automobiles.  The maximum damage occurred in Brockton, Whitman, and Abington, but extensive damage to trees also occurred in Rockland, Norwell, Hanover, Hanson, and Marshfield.  Other towns affected to a lesser degree included East Bridgewater, Holbrook, and Scituate.  Fifty trees were toppled at one home in Hanover.

In Brockton, sixty people were injured by falling trees or flying debris; three were serious injuries.  There was no tally of injuries in surrounding towns.  Some of the injuries occurred when falling trees or large limbs struck automobiles.  A 14-year-old boy drowned in New Bedford Harbor when a raft he was on capsized in the strong winds.  Trees were reported blown down in Acushnet.  The governor mobilized about 100 National Guardsmen to help clear roads of fallen trees in the hard-hit communities of Brockton and Whitman.  Property damage in Whitman included numerous crushed cars, smashed sheds, and punctured roofs, but no homes were rendered uninhabitable.  Power outages affected up to 71,000 electric customers and 95% of the town of Whitman was without power.  Several thousand remained without power for several days after the storm.  A number of cemetaries were severely damaged when large trees were toppled and uprooted.  Many headstones were upset and broken and some coffins unearthed.  The Massachusetts Emergency Management Agency placed the damage figure at approximately 
$4,000,000. 

Golf ball size hail was reported in Abington and nickel size hail in Whitman.  Remnants of this hail were still noticeable two hours after the event, when an NWS survey began.  In Hingham, north of the damaging wind area, lightning struck a building in the center of town, causing an estimated $5,000 damage.  The severe storm continued across Cape Cod Bay to the outer portion of Cape Cod, where trees and wires were reported down in Provincetown and windows smashed in Truro.",12
5582025,BARNSTABLE CO.,ORLEANS,07/09/1996,137,Thunderstorm Wind,50, ,0,0,0,0,MA,EST, ,2053842,C,1,BOX,0,0, , , , , , , , ,ORLEANS,07/09/1996,137,41.78,-70,41.78,-70,"","",13
5582026,BARNSTABLE CO.,ORLEANS,07/09/1996,213,Thunderstorm Wind,50, ,0,0,0,0,MA,EST, ,2053843,C,1,BOX,0,0, , , , , , , , ,EASTHAM,07/09/1996,213,41.78,-70.00,41.83,-69.97,"","Early morning thunderstorms brought several lightning strikes and damaging winds to Martha's Vineyard and the outer portion of Cape Cod.  A weather spotter reported numerous tree limbs blown down on Martha's Vineyard.  On outer Cape Cod, numerous tree limbs were blown down in Orleans.  Power lines were down across Route 6 in Eastham.  Hail was reported in Harwich and power outages occurred in Brewster.  A house was hit by lightning in Dennis.",14
5582031,BARNSTABLE (ZONE), ,07/13/1996,1400,High Wind,50, ,0,0,0,0,MA,EST, ,2053845,Z,22,BOX,0,0, , , , , , , , , ,07/13/1996,2000, , , , ,"","",15
5582222,BARNSTABLE (ZONE), ,09/02/1996,200,High Wind,67, ,0,0,0,0,MA,EST, ,2053897,Z,22,BOX,0,0, , , , , , , , , ,09/02/1996,1400, , , , ,"","Hurricane Edouard moved to the north along 70 degrees West longitude for several days from August 30th to September 1st, before taking a turn to the north-northeast late on the 1st.  This was a very powerful hurricane just before it reached 30 degrees North latitude, with maximum sustained winds at that point of 130 mph and a central pressure of 934 millibars or 27.58 inches.  After passing north of 30 degrees, it very gradually began to weaken.  When the center reached 40 degrees North and 69.5 degrees West...or about 100 miles south of Nantucket...during the early morning hours of September 2nd, the highest sustained winds were 90 mph and the lowest pressure was 961 millibars...or 28.38 inches.  

Edouard passed about 95 miles southeast of Nantucket moving northeast with an unusually slow forward speed of only 12 mph by late morning on September 2nd.  Wind gusts reached hurricane force on Nantucket Island with unofficial reports up to 90 mph.  The Steamship Authority reported a gust to 80 mph.  Officially, the peak gust recorded at the Nantucket Airport Tower was 75 mph (65 knots) at 545 AM on September 2.  Other peak gusts included:  77 mph at North Truro on Cape Cod; 69 mph at Falmouth; 64 mph at the Menemsha Coast Guard on the south side of Martha's Vineyard; 58 mph at Chatham.  In the Boston area, some peak gusts included: 54 mph at Winthrop; 51 mph at Blue Hill, Milton; and 45 mph at Logan International Airport, Boston.  

Wind damage included power outages affecting two-thirds of Nantucket, all of Martha's Vineyard (for up to 6 hours), and most of Cape Cod lost power for up to several hours.  Trees and tree limbs were blown down and the roof was blown off of a Hyannis fire station.  Trees also were reported blown down in Kingston, in eastern Plymouth County.  Twelve boats were washed ashore in Nantucket and there generally was moderate damage to boats reported from Martha's Vineyard and Cape Cod.  

Heavy rainfall accompanied the storm and amounts of 3 to 5 inches were common across the area.  The maximum amount reported was 6.37 inches in West Dennis.  Other rainfall amounts included:  Hyannis, 5.20 inches; Falmouth, 4.97 inches; West Yarmouth, 4.75 inches; Pocasset, 4.70 inches; Martha's Vineyard, 3.85 inches; Chatham, 3.70 inches; Nantucket, 3.13 inches; and Plymouth, 3.08 inches.  The heavy rainfall resulted in minor street flooding.  

The lowest barometric pressure was recorded on Nantucket at 5:45 AM with 995.9 millibars or 29.41 inches.  Tides generally ran 1 to 3 feet about normal tide levels.  Coastal flooding was very minimal.  A few coastal roads were closed due to overwash from large swells.  Peak wave heights to 31 feet were reported from both the Nantucket Shoals Buoy and the buoy located in the southeast portion of George's Bank.",16
5582228,BARNSTABLE CO.,COUNTYWIDE,09/02/1996,200,Heavy Rain, , ,0,0,0,0,MA,EST, ,2053901,C,1,BOX,0,0, , , , , , , , ,COUNTYWIDE,09/02/1996,1500, , , , ,"","",17
5582247,BARNSTABLE CO.,COUNTYWIDE,09/18/1996,0,Heavy Rain, , ,0,0,0,0,MA,EST, ,1028382,C,1,BOX,0,0, , , , , , , , ,COUNTYWIDE,09/18/1996,1200, , , , ,"","",18
5578793,BARNSTABLE CO.,COUNTYWIDE,10/08/1996,1900,Heavy Rain, , ,0,0,0,0,MA,EST, ,2053924,C,1,BOX,0,0, , , , , , , , ,COUNTYWIDE,10/09/1996,700, , , , ,"","",19
5578788,BARNSTABLE (ZONE), ,10/08/1996,2200,High Wind,50, ,0,0,0,0,MA,EST, ,2053922,Z,22,BOX,0,0, , , , , , , , , ,10/09/1996,500, , , , ,"","The remnants of former Tropical Storm Josephine moved very quickly northeast from near Atlantic City, NJ during the early evening of October 8th to near Chatham, MA during the early morning hours of October 9th.  The central pressure was 982 millibars as the system then continued on northeastward into the Gulf of Maine.  High winds and heavy rainfall affected the southeast portion of the state.  A peak gust to 67 mph was recorded at the Blue Hill Observatory in Milton.  Other gusts included: Buzzards Bay Buoy, 61 mph; Logan International Airport, Boston, 59 mph; Nantucket Island, 58 mph; West Dennis, 55 mph; and Gloucester, 53 mph.  Rainfall amounts generally ranged from 3.0 to 4.5 inches on Cape Cod and the Islands.  A few amounts also exceeded 3.0 inches in Plymouth County; Hingham received 3.24 inches.  Some other totals included: East Orleans, 4.40 inches; Vineyard Haven, 4.20 inches; East Falmouth, 4.00 inches; West Yarmouth, 3.75 inches; and Sandwich, 3.20 inches.  There were a few reports of scattered brief power outages and some localized street flooding.",20
5584317,BARNSTABLE (ZONE), ,12/06/1996,1000,High Wind,56, ,0,0,0,0,MA,EST, ,2056766,Z,22,BOX,0,0, , , , , , , , , ,12/06/1996,1500, , , , ,"","An intensifying storm system moving eastward from the southeast tip of Long Island caused heavy, wet snow across Massachusetts to the west and north of Boston.  It was the first major nor'easter of the season and, in addition to the heavy snow, it brought high winds to Cape Cod and Nantucket Island.  Strong northeast winds occurred elsewhere in eastern Massachusetts, especially along the coast.  A peak gust to 85 knots was reported offshore on Georges Bank.  

Very heavy snowfalls were reported from the higher terrain in the central and western part of the state.  
A maximum total of 18 inches was measured at Worthington at an elevation of 1,433 feet in the Berkshires in western Hampshire County.  Springfield, at an elevation of about 100 feet, had less than 
3 inches.  Six inches of snow was reported from Westfield.  The snow was heavy and wet, causing scattered power outages throughout central and western Massachusetts and it resulted in outages affecting up to 1,000 customers in the west and southwest suburbs of Boston.  Very poor road conditions were reported in parts of western and central Massachusetts.  Worcester had 10 inches of snow and some other totals included:  Maynard, 8.5 inches; West Townsend, 8.3 inches; Hopkinton, 8 inches; and E. Woburn, 6 inches.  Several inches of snow fell along the east coast at Hingham, while farther inland, over Bristol County, the National Weather Service in Taunton had 5 inches and Norton had 4 inches.  There were reports of "thundersnow" from Bridgewater, Foxboro, and Wrentham.

Cape Cod and the Islands had heavy rain and strong winds with a peak gust  to 75 mph recorded at the airport control tower on Nantucket.  On the Cape, a peak gust to 64 mph was reported from Chatham.  Other peak wind gusts included:  Otis AFB, Falmouth, 61 mph; Plymouth, 50 mph; and Winthrop, 
46 mph.",21
5584462,BARNSTABLE CO.,COUNTYWIDE,12/07/1996,1700,Heavy Rain, , ,0,0,0,0,MA,EST, ,2056767,C,1,BOX,0,0, , , , , , , , ,COUNTYWIDE,12/08/1996,400, , , , ,"","A low pressure system centered over Georgia at 7 AM on December 7th moved rapidly northeast across North Carolina.  The intensifying system then moved nearly parallel to the Mid-Atlantic coast with its center reaching Plymouth County in southeastern Massachusetts during the early morning hours of December 8th.  Temperatures rose into the 50s along and east of the track of the low center...over Plymouth County and Cape Cod.  Heavy precipitation occurred across all of Massachusetts with rain over coastal areas and the southeast part of the state and heavy snow in all of western and central Massachusetts and much of Middlesex and Essex counties in the northeastern part of the state.  A very distinct rain-snow line existed throughout this storm.  It was oriented from south-southwest to north-northeast and extended from extreme western Norfolk County across Middlesex County to Essex County.  Lightning and thunder was observed during the evening of December 7th along the rain-snow line.  

Some snowfall totals for this storm event and totals on the ground from a heavy snowstorm which occurred on December 6th included:  Ashburnham, 18 inches with 26 inches on the ground;  West Townsend, 17 inches with 25 inches on the ground;  Worcester, 14 inches; Ware, 13 inches with 15 inches on the ground; Westboro, 12.3 inches; Shrewsbury, 12.2 inches with 19 inches on the ground; Springfield, 8 inches; Greenfield, 6.1 inches with 9 inches on the ground; Tyngsboro, 6.0 inches; Billerica, 5 inches;  and Lowell, 4.8 inches.  

The snow was especially wet and heavy, resulting in heavy damage to trees and power lines.  Power lines and tree limbs began snapping under the weight of the snow shortly after 7 PM on Saturday evening, December 7th.  Widespread power outages affecting tens of thousands of people occurred in Worcester, Middlesex, and Essex Counties.  Statewide, about 500,000 people lost power at some point during the storm, but extended power outages (lasting several days) occurred in central Massachusetts and the Merrimack Valley and affected about 113,000 electric customers.  Thousands of trees and limbs knocked down by the snow forced police to close sections of many roads.  At least a couple of people received minor injuries from falling tree limbs.  Hundreds of homes and vehicles were damaged when snow-laden tree limbs crashed down.  Thousands of people endured several days with no power or heat and many left their homes for shelters set up by local governments and the American Red Cross.  

Strong to gale force east to southeast winds occurred over the southeast part of the state and especially along the coast from Cape Cod to the New Bedford area.    A peak wind gust to 64 mph from the east-southeast was recorded at West Island on Buzzards Bay.  In addition, heavy rain totalling 1.5 to just over 2 inches resulted in street flooding.   A number of roads were reported completely flooded in the New Bedford area, where over  2 inches of rain was reported.  

The Massachusetts Emergency Management Agency stated that dollar damages totalled $4,080,700 for public -type damage.  When private sector damage (trees onto homes, etc.) is taken into account, we have roughly estimated the total storm damage to be approximately $15 million.",22
5584458,BARNSTABLE (ZONE), ,12/07/1996,2300,Strong Wind, , ,0,0,0,0,MA,EST, ,2056767,Z,22,BOX,0,0, , , , , , , , , ,12/08/1996,400, , , , ,"","A low pressure system centered over Georgia at 7 AM on December 7th moved rapidly northeast across North Carolina.  The intensifying system then moved nearly parallel to the Mid-Atlantic coast with its center reaching Plymouth County in southeastern Massachusetts during the early morning hours of December 8th.  Temperatures rose into the 50s along and east of the track of the low center...over Plymouth County and Cape Cod.  Heavy precipitation occurred across all of Massachusetts with rain over coastal areas and the southeast part of the state and heavy snow in all of western and central Massachusetts and much of Middlesex and Essex counties in the northeastern part of the state.  A very distinct rain-snow line existed throughout this storm.  It was oriented from south-southwest to north-northeast and extended from extreme western Norfolk County across Middlesex County to Essex County.  Lightning and thunder was observed during the evening of December 7th along the rain-snow line.  

Some snowfall totals for this storm event and totals on the ground from a heavy snowstorm which occurred on December 6th included:  Ashburnham, 18 inches with 26 inches on the ground;  West Townsend, 17 inches with 25 inches on the ground;  Worcester, 14 inches; Ware, 13 inches with 15 inches on the ground; Westboro, 12.3 inches; Shrewsbury, 12.2 inches with 19 inches on the ground; Springfield, 8 inches; Greenfield, 6.1 inches with 9 inches on the ground; Tyngsboro, 6.0 inches; Billerica, 5 inches;  and Lowell, 4.8 inches.  

The snow was especially wet and heavy, resulting in heavy damage to trees and power lines.  Power lines and tree limbs began snapping under the weight of the snow shortly after 7 PM on Saturday evening, December 7th.  Widespread power outages affecting tens of thousands of people occurred in Worcester, Middlesex, and Essex Counties.  Statewide, about 500,000 people lost power at some point during the storm, but extended power outages (lasting several days) occurred in central Massachusetts and the Merrimack Valley and affected about 113,000 electric customers.  Thousands of trees and limbs knocked down by the snow forced police to close sections of many roads.  At least a couple of people received minor injuries from falling tree limbs.  Hundreds of homes and vehicles were damaged when snow-laden tree limbs crashed down.  Thousands of people endured several days with no power or heat and many left their homes for shelters set up by local governments and the American Red Cross.  

Strong to gale force east to southeast winds occurred over the southeast part of the state and especially along the coast from Cape Cod to the New Bedford area.    A peak wind gust to 64 mph from the east-southeast was recorded at West Island on Buzzards Bay.  In addition, heavy rain totalling 1.5 to just over 2 inches resulted in street flooding.   A number of roads were reported completely flooded in the New Bedford area, where over  2 inches of rain was reported.  

The Massachusetts Emergency Management Agency stated that dollar damages totalled $4,080,700 for public -type damage.  When private sector damage (trees onto homes, etc.) is taken into account, we have roughly estimated the total storm damage to be approximately $15 million.",23
5584470,BARNSTABLE (ZONE), ,12/24/1996,1000,Strong Wind, , ,0,0,0,0,MA,EST, ,2056768,Z,22,BOX,0,0, , , , , , , , , ,12/25/1996,0, , , , ,"","Strong south to southwest winds ahead of an approaching cold front reached sustained speeds of 25 to 35 mph with gusts to 40 to 50 mph.  The strong winds began around mid-morning and continued throughout the day and evening.  Power outages occurred in the Merrimack Valley, affecting up to 4,700 electric customers.  Peak wind gusts included: Boston, 47 mph; Worcester, 48 mph; Blue Hill, Milton, 61 mph; Chatham, 52 mph; and Easton, 39 mph.  Record high temperature readings occurred, with 61 degrees at Boston exceeding the old record of 60 in 1990.  Worcester tied their record of 57 degrees and Blue Hill Observatory in Milton set a record high of 58 degrees, surpassing the old record of 57 set in 1990.",24
