EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
341443,BARNSTABLE (ZONE), ,08/28/2011,1034,Storm Surge/Tide, , ,0,0,0,0,MA,EST-5, ,56851,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,08/28/2011,1300, , , , ,"A storm surge between 1.71 and 3.01 feet, associated with Tropical Storm Irene, impacted Barnstable County.  The Bass River overflowed its banks in Yarmouth.  This river is tidal.","Hurricane Irene formed east of the Caribbean island of Dominica, part of the Lesser Antilles region, on the afternoon of August 20.  Irene moved through the Caribbean and up the east coast of the United States making landfall twice.  She first made landfall as a Category 1 Hurricane near Cape Lookout, North Carolina around 7:30am on August 27, then moved offshore again during the evening.  She then made a 2nd landfall, again as a Category 1 Hurricane at 540am on August 28 near Little Egg Inlet in New Jersey.  She moved over New York City and then into southeastern New York State and Connecticut as a Tropical Storm a few hours later.  By the end of the evening of the 28th, Irene was crossing the U.S./Canada border having produced significant amounts of rain, storm surge, inland and coastal flooding, and wind damage across southern New England and much of the east coast of the United States.||In Southern New England, the minimum surface pressure recorded was 976.9mb taken at Barnes Municipal Airport in Westfield, Massachusetts.  The storm surge experienced along the coast was generally in the two to four foot range with a high of 4.78 feet at Fox Point in Providence, Rhode Island.  The highest sustained windspeed was 54 knots (62 mph) at the Physical Oceanographic Real Time System station at Conimicut Light in Narragansett Bay, RI.  The highest sustained wind speed on land was 38 knots (44 mph) recorded on the Automated Surface Observing Systems at both Barnstable Municipal Airport in Hyannis, MA (KHYA) and Logan International Airport in Boston, MA (KBOS).  Rainfall amounts ranged from nearly zero (0.03 at Nantucket Memorial Airport - ACK) to nearly 10 inches (9.92 in Conway, MA).||Despite the relatively low wind speeds, sustained winds over a 6 to 12 hour long duration resulted in widespread tree damage and resulted in power outages to roughly half a million customers throughout the state.  Some of these customers did not get their power back until the Friday following the storm (some five days later).  During the passage of Tropical Storm Irene, the winds resulted in $34.7M in property damages, storm surge resulted in $75,000 in property damages, and inland flooding resulted in $24.13M in property damages, all in Massachusetts.||This rainfall contributed to significant flooding in northwestern Massachusetts where mainstem rivers and their tributaries reached levels not seen since 1987, and in some cases (The Connecticut River at Montague) since 1938.  The Deerfield River at West Deerfield set a new flood of record at 23.8 feet, the previous record was 17.71 feet set in April of 1987.  The North River at Shattuckville set a new flood of record at 17.66 feet, the previous record was 12.32 feet set in October of 2005.  The Westfield River reached its highest level since 1980.  The Connecticut River at Holyoke, Springfield, and Northampton crested at its highest level since April 1987.||The collective effects of Tropical Storm Irene on August 28, resulted in 1 fatality, 0  injuries, and $127.3M in property damage in the following counties:  Barnstable, Bristol, Essex, Franklin, Hampden, Hampshire, Middlesex, Nantucket, Norfolk, Plymouth, Suffolk, and Worcester (all in MA), Hartford, Tolland, and Windham (all in CT), Cheshire and Hillsborough (all in NH), and Bristol, Providence, Kent, Washington, and Newport (all in RI).",11
348372,BARNSTABLE CO.,MASHPEE,09/08/2011,325,Lightning, , ,0,0,15000,0,MA,EST-5, ,55302,C,1,BOX,0,0,Fire Department/Rescue, , , ,0,N,0,N,MASHPEE,09/08/2011,325,41.65,-70.48,41.65,-70.48,"Lightning struck a house, causing a fire that resulted in damage to the third floor attic.","A slow moving cold front moved across Southern New England and stalled just south of the area.  This front was instrumental in bringing tropical moisture from the remnants of Tropical Storm Lee into New England.  A series of shortwaves moved through the northeast during this time period bringing several periods of showers and steady rainfall to parts of Southern New England.  Rainfall totals throughout the region over the four days totaled anywhere from two to eight inches, with most areas receiving four to six inches.  This resulted in flooding both on the rivers and small streams and in urban areas.  The bulk of the flooding in urban areas occurred on Sept. 8 as a band of very heavy rain moved through, dumping up to two inches of rain in an hour to hour and a half in some locations.",12
352760,BARNSTABLE (ZONE), ,10/30/2011,114,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,57675,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,10/30/2011,145, , , , ,"Moderate coastal flooding occurred with splashover a small seawall that resulted in the flooding of Old Main Street in Sandwich with 18 to 24 inches of water.  This made the road impassable.  Astronomically high tides contributed to the coastal flooding.","A rare and historic October Nor'easter brought very heavy snow to portions of southern New England on Saturday October 29.  Low pressure tracked northeast from the North Carolina coast Saturday morning, rapidly strengthening as it passed well south of Nantucket Saturday evening. As the storm intensified, colder air from aloft was drawn into New England resulting in heavy snow in the interior. ||Snowfall accumulations of one to two feet were common in the Monadnocks, Berkshires, Connecticut Valley, and higher elevations in central Massachusetts. Up to 31 inches of snow was reported at Jaffrey, New Hampshire and Plainfield, Massachusetts. Minor accumulations were even reported down to the south coast as the rain changed to a period of snow late Saturday night before ending. The accumulation of the heavy wet snow on trees and power lines resulted in widespread tree damage and power outages across many communities in central and western Massachusetts, southern New Hampshire, and northeastern Connecticut.  This resulted in school closures and numerous towns cancelled or rescheduled Halloween and trick-or-treating activities.  At the peak, 665,000 customers in Massachusetts were without power.  Seventy-seven shelters were opened and sheltered over 2000 residents across the state.  All shelters were closed by the evening of November 6th.  A state of emergency was declared by Governor Patrick on October 29th and he declared an end to the state of emergency on November 6th.||Six fatalities occurred during and in the aftermath of the storm.  They are not included in the Storm Data statistics due to their very indirect nature.  Further descriptions of these fatalities are as follows:||Four people died from carbon monoxide poisoning from improperly ventilated generators, including a 47 year old Worcester man and a 49 year old Hatfield woman.||A Lunenberg resident died in a fire.||A 20 year old Springfield man died after walking into an area of downed power lines and stepping on or touching an electrified metal guardrail.||The precipitation started as mainly snow early Saturday afternoon across the interior of southern New England, although a brief period of rain at the onset was common across the lower elevations. Several hours of heavy snow occurred from mid afternoon through late evening on Saturday October 29. Snowfall rates reached 3 inches per hour for several hours in the Berkshires and Monadnocks as a nearly stationary band of heavy snow set up across this region. The snow tapered off just after midnight Saturday night in western New England with the last of the precipitation exiting eastern New England Sunday morning. This storm also brought damaging winds to Cape Cod and the islands with wind gusts up to 70 mph occurring early Sunday morning October 30 as well as minor to moderate coastal flooding to east coastal Massachusetts during the high tide early Sunday morning.",13
352767,BARNSTABLE (ZONE), ,10/30/2011,120,High Wind,54.00, ,0,0,0,0,MA,EST-5,EG,57675,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,10/30/2011,120, , , , ,"An amateur radio operator in Sandwich recorded a wind gust to 62 mph on their home weather station.  No damage was reported.","A rare and historic October Nor'easter brought very heavy snow to portions of southern New England on Saturday October 29.  Low pressure tracked northeast from the North Carolina coast Saturday morning, rapidly strengthening as it passed well south of Nantucket Saturday evening. As the storm intensified, colder air from aloft was drawn into New England resulting in heavy snow in the interior. ||Snowfall accumulations of one to two feet were common in the Monadnocks, Berkshires, Connecticut Valley, and higher elevations in central Massachusetts. Up to 31 inches of snow was reported at Jaffrey, New Hampshire and Plainfield, Massachusetts. Minor accumulations were even reported down to the south coast as the rain changed to a period of snow late Saturday night before ending. The accumulation of the heavy wet snow on trees and power lines resulted in widespread tree damage and power outages across many communities in central and western Massachusetts, southern New Hampshire, and northeastern Connecticut.  This resulted in school closures and numerous towns cancelled or rescheduled Halloween and trick-or-treating activities.  At the peak, 665,000 customers in Massachusetts were without power.  Seventy-seven shelters were opened and sheltered over 2000 residents across the state.  All shelters were closed by the evening of November 6th.  A state of emergency was declared by Governor Patrick on October 29th and he declared an end to the state of emergency on November 6th.||Six fatalities occurred during and in the aftermath of the storm.  They are not included in the Storm Data statistics due to their very indirect nature.  Further descriptions of these fatalities are as follows:||Four people died from carbon monoxide poisoning from improperly ventilated generators, including a 47 year old Worcester man and a 49 year old Hatfield woman.||A Lunenberg resident died in a fire.||A 20 year old Springfield man died after walking into an area of downed power lines and stepping on or touching an electrified metal guardrail.||The precipitation started as mainly snow early Saturday afternoon across the interior of southern New England, although a brief period of rain at the onset was common across the lower elevations. Several hours of heavy snow occurred from mid afternoon through late evening on Saturday October 29. Snowfall rates reached 3 inches per hour for several hours in the Berkshires and Monadnocks as a nearly stationary band of heavy snow set up across this region. The snow tapered off just after midnight Saturday night in western New England with the last of the precipitation exiting eastern New England Sunday morning. This storm also brought damaging winds to Cape Cod and the islands with wind gusts up to 70 mph occurring early Sunday morning October 30 as well as minor to moderate coastal flooding to east coastal Massachusetts during the high tide early Sunday morning.",14
352775,BARNSTABLE (ZONE), ,10/30/2011,139,High Wind,37.00, ,0,0,30000,0,MA,EST-5,MS,57675,Z,22,BOX,0,0,ASOS, , , , , , , , ,10/30/2011,311, , , , ,"The Automated Surface Observing System at Barnstable Municipal - Boardman Airport recorded sustained wind speeds to 43 mph and gusts to 60 mph.  Trees and wires were downed on Old County and Quaker Meeting House Roads in Sandwich.  A pine tree was downed on Setucket Road, east of Route 134 in Dennis.  In addition, an amateur radio operator in Barnstable recorded a wind gust to 69 mph on their home weather station.  In Chatham Harbor, four boats were pulled from their moorings or dragged them along, washing onshore.","A rare and historic October Nor'easter brought very heavy snow to portions of southern New England on Saturday October 29.  Low pressure tracked northeast from the North Carolina coast Saturday morning, rapidly strengthening as it passed well south of Nantucket Saturday evening. As the storm intensified, colder air from aloft was drawn into New England resulting in heavy snow in the interior. ||Snowfall accumulations of one to two feet were common in the Monadnocks, Berkshires, Connecticut Valley, and higher elevations in central Massachusetts. Up to 31 inches of snow was reported at Jaffrey, New Hampshire and Plainfield, Massachusetts. Minor accumulations were even reported down to the south coast as the rain changed to a period of snow late Saturday night before ending. The accumulation of the heavy wet snow on trees and power lines resulted in widespread tree damage and power outages across many communities in central and western Massachusetts, southern New Hampshire, and northeastern Connecticut.  This resulted in school closures and numerous towns cancelled or rescheduled Halloween and trick-or-treating activities.  At the peak, 665,000 customers in Massachusetts were without power.  Seventy-seven shelters were opened and sheltered over 2000 residents across the state.  All shelters were closed by the evening of November 6th.  A state of emergency was declared by Governor Patrick on October 29th and he declared an end to the state of emergency on November 6th.||Six fatalities occurred during and in the aftermath of the storm.  They are not included in the Storm Data statistics due to their very indirect nature.  Further descriptions of these fatalities are as follows:||Four people died from carbon monoxide poisoning from improperly ventilated generators, including a 47 year old Worcester man and a 49 year old Hatfield woman.||A Lunenberg resident died in a fire.||A 20 year old Springfield man died after walking into an area of downed power lines and stepping on or touching an electrified metal guardrail.||The precipitation started as mainly snow early Saturday afternoon across the interior of southern New England, although a brief period of rain at the onset was common across the lower elevations. Several hours of heavy snow occurred from mid afternoon through late evening on Saturday October 29. Snowfall rates reached 3 inches per hour for several hours in the Berkshires and Monadnocks as a nearly stationary band of heavy snow set up across this region. The snow tapered off just after midnight Saturday night in western New England with the last of the precipitation exiting eastern New England Sunday morning. This storm also brought damaging winds to Cape Cod and the islands with wind gusts up to 70 mph occurring early Sunday morning October 30 as well as minor to moderate coastal flooding to east coastal Massachusetts during the high tide early Sunday morning.",15
359533,BARNSTABLE (ZONE), ,01/13/2012,1319,High Wind,51.00, ,0,0,2000,0,MA,EST-5,MG,59359,Z,22,BOX,0,0,ASOS, , , , , , , , ,01/13/2012,1931, , , , ,"The Automated Surface Observation System at Barnstable Municipal Airport recorded sustained winds at 45 MPH with gusts up to 59 MPH. In addition, a few shingles were blown off of a roof of a house and a tree was down on Long Pond Road. A few amateur radio operators reported gusts up to 70 MPH.","A cold front moved across Southern New England ushering in a period of strong cold air advection.  This produced excellent mixing, allowing stronger winds aloft to mix down to the surface.  Strong to damaging, high winds resulted.",16
359561,BARNSTABLE (ZONE), ,01/21/2012,900,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,59352,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,01/21/2012,1900, , , , ,"Amateur Radio operator reported 6 to 12 inches of snow on the ground.","A weak low pressure system moved southeast of southern New England, bringing snow to much of southern New England.  While most of the area received at least an inch of snow, a mesoscale band set up along the south coast of Massachusetts and Rhode Island resulting in incredible snowfall rates.  Eight to twelve inches of snow fell along the coast with five to eight inches falling on Martha's Vineyard and Nantucket.",17
364613,BARNSTABLE (ZONE), ,02/25/2012,1302,High Wind,52.00, ,0,0,0,0,MA,EST-5,EG,60328,Z,22,BOX,0,0,Amateur Radio, , , , , , , , ,02/25/2012,1417, , , , ,"The Automated Surface Observing System (ASOS) at Barnstable Municipal-Boardman Airport (KHYA) in Hyannis recorded sustained wind speeds of 36 mph and gusts to 48 mph.  The ASOS at Chatham Municipal Airport (KCQX) recorded gusts to 41 mph.  In addition, amateur radio operators recorded wind gusts of 59 and 60 mph on their home weather stations.","Deepening low pressure moving across Maine resulted in strong and damaging winds across southern New England.  Trees were downed across much of eastern Massachusetts.",18
377888,BARNSTABLE (ZONE), ,04/24/2012,730,Drought, , ,0,0,0,0,MA,EST-5, ,63098,Z,22,BOX,0,0,Other Federal Agency, , , , , , , , ,04/30/2012,2359, , , , ,"The U.S. Drought Monitor declared severe drought (D2) over Barnstable County from April 24 through May 15. This was deemed a meteorological drought due to precipitation levels approximately one half of normal.","The U.S. Drought Monitor declared a severe drought across Rhode Island, the eastern half of Massachusetts, and most of northern Connecticut. A moderate drought was declared over western Massachusetts and southwestern New Hampshire. This was declared as the result of a meteorological drought determined by precipitation that had been approximately one half of normal from January 2012 through April 2012. Rivers and streams were most affected as most ran at record low levels during the spring run-off season. No southern New England state issued drought declarations as reservoirs were at normal levels, thanks largely to above normal precipitation falling between August 2011 and November 2011. ||The main impact of the meteorological drought was periods of very high fire danger. In addition, small pond levels were reduced. While soil moisture was well below normal, this drought occurred prior to the beginning of the growing season. Thus, no agricultural impacts were realized. ||From January 1 through April 15, precipitation levels were 6 to 8 inches below normal across northeast Connecticut, Rhode Island, and southeast Massachusetts. Across the remainder of southern New England, precipitation levels were 5 to 7 inches below normal. This translates to around or less than 50 percent of normal precipitation for much of southern New England.",19
377895,BARNSTABLE (ZONE), ,05/01/2012,0,Drought, , ,0,0,0,0,MA,EST-5, ,63092,Z,22,BOX,0,0,Other Federal Agency, , , , , , , , ,05/15/2012,730, , , , ,"The U.S. Drought Monitor declared severe drought (D2) over Barnstable from April 24 through May 15. This was deemed a meteorological drought due to precipitation levels approximately one half of normal.","The U.S. Drought Monitor declared a severe drought across Rhode Island, the eastern half of Massachusetts, and most of northern Connecticut. A moderate drought was declared over western Massachusetts and southwestern New Hampshire. This was declared as the result of a meteorological drought determined by precipitation that had been approximately one half of normal from January 2012 through April 2012. Rivers and streams were most affected as most ran at record low levels during the spring run-off season. No southern New England state issued drought declarations as reservoirs were at normal levels, thanks largely to above normal precipitation falling between August 2011 and November 2011. ||The main impact of the meteorological drought was periods of very high fire danger. In addition, small pond levels were reduced. While soil moisture was well below normal, this drought occurred prior to the beginning of the growing season. Thus, no agricultural impacts were realized. ||From January 1 through April 15, precipitation levels were 6 to 8 inches below normal across northeast Connecticut, Rhode Island, and southeast Massachusetts. Across the remainder of southern New England, precipitation levels were 5 to 7 inches below normal. This translates to around or less than 50 percent of normal precipitation for much of southern New England.",20
